,Date,Exercise Name,Set Order,Weight,Reps,Duration (minutes)
957,2026-10-13,Leg Press,2,115.0,10,
958,2026-10-13,Leg Press,3,120.0,8,
959,2026-10-13,Leg Extension (Machine),1,45.0,12,
960,2026-10-13,Leg Extension (Machine),2,50.0,10,
961,2026-10-13,Leg Extension (Machine),3,55.0,8,
962,2026-10-13,Lying Leg Curl (Machine),1,40.0,12,
963,2026-10-13,Lying Leg Curl (Machine),2,45.0,10,
964,2026-10-13,Lying Leg Curl (Machine),3,50.0,8,
965,2026-10-13,Hip Abductor (Machine),1,50.0,12,
966,2026-10-13,Hip Abductor (Machine),2,55.0,10,
967,2026-10-13,Hip Abductor (Machine),3,60.0,8,
968,2026-10-13,hip extension,1,,15,
969,2026-10-13,hip extension,2,,12,
970,2026-10-13,hip extension,3,,10,
971,2026-10-13,Standing Calf Raise (Bodyweight),1,,15,
972,2026-10-13,Standing Calf Raise (Bodyweight),2,,12,
973,2026-10-13,Standing Calf Raise (Bodyweight),3,,10,
974,2026-10-13,Chin Up (Assisted),1,30.0,10,
975,2026-10-13,Chin Up (Assisted),2,25.0,8,
976,2026-10-13,Chin Up (Assisted),3,20.0,6,
977,2026-10-15,Bench Press (Barbell),1,55.0,12,
978,2026-10-15,Bench Press (Barbell),2,60.0,10,
979,2026-10-15,Bench Press (Barbell),3,65.0,8,
980,2026-10-15,Bench Press (Dumbbell),1,21.0,12,
981,2026-10-15,Bench Press (Dumbbell),2,23.5,10,
982,2026-10-15,Bench Press (Dumbbell),3,26.0,8,
983,2026-10-15,Incline Bench Press (Barbell),1,45.0,12,
984,2026-10-15,Incline Bench Press (Barbell),2,50.0,10,
985,2026-10-15,Incline Bench Press (Barbell),3,55.0,8,
986,2026-10-15,Chest Fly,1,40.0,12,
987,2026-10-15,Chest Fly,2,45.0,10,
988,2026-10-15,Chest Fly,3,50.0,8,
989,2026-10-15,Seated Overhead Press (Dumbbell),1,17.0,12,
990,2026-10-15,Seated Overhead Press (Dumbbell),2,19.5,10,
991,2026-10-15,Seated Overhead Press (Dumbbell),3,22.0,8,
992,2026-10-15,Overhead Press (Barbell),1,32.5,12,
993,2026-10-15,Overhead Press (Barbell),2,35.0,10,
994,2026-10-15,Overhead Press (Barbell),3,37.5,8,
995,2026-10-15,Lateral Raise (Dumbbell),1,12.0,12,
996,2026-10-15,Lateral Raise (Dumbbell),2,14.5,10,
997,2026-10-15,Lateral Raise (Dumbbell),3,17.0,8,
998,2026-10-15,Triceps Pushdown (Cable - Straight Bar),1,27.5,12,
999,2026-10-15,Triceps Pushdown (Cable - Straight Bar),2,30.0,10,
1000,2026-10-15,Triceps Pushdown (Cable - Straight Bar),3,32.5,8,
1001,2026-10-15,Triceps Extension (Dumbbell),1,15.0,12,
1002,2026-10-15,Triceps Extension (Dumbbell),2,17.5,10,
1003,2026-10-15,Triceps Extension (Dumbbell),3,20.0,8,
1004,2026-10-15,Triceps Extension (Cable),1,22.5,12,
1005,2026-10-15,Triceps Extension (Cable),2,25.0,10,
1006,2026-10-15,Triceps Extension (Cable),3,27.5,8,
1007,2026-10-17,Deadlift (Barbell),1,80.0,12,
1008,2026-10-17,Deadlift (Barbell),2,85.0,10,
1009,2026-10-17,Deadlift (Barbell),3,90.0,8,
1010,2026-10-17,Romanian Deadlift (Barbell),1,65.0,12,
1011,2026-10-17,Romanian Deadlift (Barbell),2,70.0,10,
1012,2026-10-17,Romanian Deadlift (Barbell),3,75.0,8,
1013,2026-10-17,Hip Thrust (Barbell),1,70.0,12,
1014,2026-10-17,Hip Thrust (Barbell),2,75.0,10,
1015,2026-10-17,Hip Thrust (Barbell),3,80.0,8,
1016,2026-10-17,Bulgarian Split Squat,1,17.0,12,
1017,2026-10-17,Bulgarian Split Squat,2,19.5,10,
1018,2026-10-17,Bulgarian Split Squat,3,22.0,8,
1019,2026-10-17,Cable Kickback,1,15.0,12,
1020,2026-10-17,Cable Kickback,2,17.5,10,
1021,2026-10-17,Cable Kickback,3,20.0,8,
1022,2026-10-17,Back Extension,1,,15,
1023,2026-10-17,Back Extension,2,,12,
1024,2026-10-17,Back Extension,3,,10,
1025,2026-10-17,Plank,1,,,1.0
1026,2026-10-17,Plank,2,,,1.25
1027,2026-10-17,Plank,3,,,1.5
1028,2026-10-17,Lunge (Barbell),1,40.0,12,
1029,2026-10-17,Lunge (Barbell),2,45.0,10,
1030,2026-10-17,Lunge (Barbell),3,50.0,8,
1031,2026-10-19,Running (Treadmill),1,,,30
1032,2026-10-19,Lat Pulldown (Cable),1,52.5,12,
1033,2026-10-19,Lat Pulldown (Cable),2,57.5,10,
1034,2026-10-19,Lat Pulldown (Cable),3,62.5,8,
1035,2026-10-19,Seated Row (Cable),1,52.5,12,
1036,2026-10-19,Seated Row (Cable),2,57.5,10,
1037,2026-10-19,Seated Row (Cable),3,62.5,8,
1038,2026-10-19,Bent Over One Arm Row (Dumbbell),1,24.25,12,
1039,2026-10-19,Bent Over One Arm Row (Dumbbell),2,26.75,10,
1040,2026-10-19,Bent Over One Arm Row (Dumbbell),3,29.25,8,
1041,2026-10-19,Bent Over Row (Barbell),1,52.5,12,
1042,2026-10-19,Bent Over Row (Barbell),2,57.5,10,
1043,2026-10-19,Bent Over Row (Barbell),3,62.5,8,
1044,2026-10-19,Face Pull (Cable),1,26.25,12,
1045,2026-10-19,Face Pull (Cable),2,28.75,10,
1046,2026-10-19,Face Pull (Cable),3,31.25,8,
1047,2026-10-19,Bicep Curl (Cable),1,21.25,12,
1048,2026-10-19,Bicep Curl (Cable),2,23.75,10,
1049,2026-10-19,Bicep Curl (Cable),3,26.25,8,
1050,2026-10-19,Crunch,1,,15,
1051,2026-10-19,Crunch,2,,12,
1052,2026-10-19,Crunch,3,,10,
1053,2026-10-19,Incline Bench Press (Dumbbell),1,20.25,12,
1054,2026-10-19,Incline Bench Press (Dumbbell),2,22.75,10,
1055,2026-10-19,Incline Bench Press (Dumbbell),3,25.25,8,
1056,2026-10-20,Squat (Barbell),1,67.5,12,
1057,2026-10-20,Squat (Barbell),2,72.5,10,
1058,2026-10-20,Squat (Barbell),3,77.5,8,
1059,2026-10-20,Leg Press,1,112.5,12,
1060,2026-10-20,Leg Press,2,117.5,10,
1061,2026-10-20,Leg Press,3,122.5,8,
1062,2026-10-20,Leg Extension (Machine),1,47.5,12,
1063,2026-10-20,Leg Extension (Machine),2,52.5,10,
1064,2026-10-20,Leg Extension (Machine),3,57.5,8,
1065,2026-10-20,Lying Leg Curl (Machine),1,42.5,12,
1066,2026-10-20,Lying Leg Curl (Machine),2,47.5,10,
1067,2026-10-20,Lying Leg Curl (Machine),3,52.5,8,
1068,2026-10-20,Hip Abductor (Machine),1,52.5,12,
1069,2026-10-20,Hip Abductor (Machine),2,57.5,10,
1070,2026-10-20,Hip Abductor (Machine),3,62.5,8,
1071,2026-10-20,hip extension,1,,15,
1072,2026-10-20,hip extension,2,,12,
1073,2026-10-20,hip extension,3,,10,
1074,2026-10-20,Standing Calf Raise (Bodyweight),1,,15,
1075,2026-10-20,Standing Calf Raise (Bodyweight),2,,12,
1076,2026-10-20,Standing Calf Raise (Bodyweight),3,,10,
1077,2026-10-20,Triceps Extension (Barbell),1,26.25,12,
1078,2026-10-20,Triceps Extension (Barbell),2,28.75,10,
1079,2026-10-20,Triceps Extension (Barbell),3,31.25,8,
1080,2026-10-22,Bench Press (Barbell),1,57.5,12,
1081,2026-10-22,Bench Press (Barbell),2,62.5,10,
1082,2026-10-22,Bench Press (Barbell),3,67.5,8,
1083,2026-10-22,Bench Press (Dumbbell),1,22.25,12,
1084,2026-10-22,Bench Press (Dumbbell),2,24.75,10,
1085,2026-10-22,Bench Press (Dumbbell),3,27.25,8,
1086,2026-10-22,Incline Bench Press (Barbell),1,47.5,12,
1087,2026-10-22,Incline Bench Press (Barbell),2,52.5,10,
1088,2026-10-22,Incline Bench Press (Barbell),3,57.5,8,
1089,2026-10-22,Chest Fly,1,42.5,12,
1090,2026-10-22,Chest Fly,2,47.5,10,
1091,2026-10-22,Chest Fly,3,52.5,8,
1092,2026-10-22,Seated Overhead Press (Dumbbell),1,18.25,12,
1093,2026-10-22,Seated Overhead Press (Dumbbell),2,20.75,10,
1094,2026-10-22,Seated Overhead Press (Dumbbell),3,23.25,8,
1095,2026-10-22,Overhead Press (Barbell),1,33.75,12,
1096,2026-10-22,Overhead Press (Barbell),2,36.25,10,
1097,2026-10-22,Overhead Press (Barbell),3,38.75,8,
1098,2026-10-22,Lateral Raise (Dumbbell),1,13.25,12,
1099,2026-10-22,Lateral Raise (Dumbbell),2,15.75,10,
1100,2026-10-22,Lateral Raise (Dumbbell),3,18.25,8,
1101,2026-10-22,Triceps Pushdown (Cable - Straight Bar),1,28.75,12,
1102,2026-10-22,Triceps Pushdown (Cable - Straight Bar),2,31.25,10,
1103,2026-10-22,Triceps Pushdown (Cable - Straight Bar),3,33.75,8,
1104,2026-10-22,Triceps Extension (Dumbbell),1,16.25,12,
1105,2026-10-22,Triceps Extension (Dumbbell),2,18.75,10,
1106,2026-10-22,Triceps Extension (Dumbbell),3,21.25,8,
1107,2026-10-22,Concentration Curl (Dumbbell),1,15.25,12,
1108,2026-10-22,Concentration Curl (Dumbbell),2,17.75,10,
1109,2026-10-22,Concentration Curl (Dumbbell),3,20.25,8,
1110,2026-10-24,Deadlift (Barbell),1,82.5,12,
1111,2026-10-24,Deadlift (Barbell),2,87.5,10,
1112,2026-10-24,Deadlift (Barbell),3,92.5,8,
1113,2026-10-24,Romanian Deadlift (Barbell),1,67.5,12,
1114,2026-10-24,Romanian Deadlift (Barbell),2,72.5,10,
1115,2026-10-24,Romanian Deadlift (Barbell),3,77.5,8,
1116,2026-10-24,Hip Thrust (Barbell),1,72.5,12,
1117,2026-10-24,Hip Thrust (Barbell),2,77.5,10,
1118,2026-10-24,Hip Thrust (Barbell),3,82.5,8,
1119,2026-10-24,Bulgarian Split Squat,1,18.25,12,
1120,2026-10-24,Bulgarian Split Squat,2,20.75,10,
1121,2026-10-24,Bulgarian Split Squat,3,23.25,8,
1122,2026-10-24,Cable Kickback,1,16.25,12,
1123,2026-10-24,Cable Kickback,2,18.75,10,
1124,2026-10-24,Cable Kickback,3,21.25,8,
1125,2026-10-24,Back Extension,1,,15,
1126,2026-10-24,Back Extension,2,,12,
1127,2026-10-24,Back Extension,3,,10,
1128,2026-10-24,Plank,1,,,1.0
1129,2026-10-24,Plank,2,,,1.25
1130,2026-10-24,Plank,3,,,1.5
1131,2026-10-24,Step-up,1,16.25,12,
1132,2026-10-24,Step-up,2,18.75,10,
1133,2026-10-24,Step-up,3,21.25,8,
1134,2026-10-26,Running (Treadmill),1,,,32
1135,2026-10-26,Lat Pulldown (Cable),1,52.5,10,
1136,2026-10-26,Lat Pulldown (Cable),2,57.5,8,
1137,2026-10-26,Lat Pulldown (Cable),3,62.5,8,
1138,2026-10-26,Seated Row (Cable),1,52.5,10,
1139,2026-10-26,Seated Row (Cable),2,57.5,8,
1140,2026-10-26,Seated Row (Cable),3,62.5,8,
1141,2026-10-26,Bent Over One Arm Row (Dumbbell),1,24.25,10,
1142,2026-10-26,Bent Over One Arm Row (Dumbbell),2,26.75,8,
1143,2026-10-26,Bent Over One Arm Row (Dumbbell),3,29.25,8,
1144,2026-10-26,Bent Over Row (Barbell),1,52.5,10,
1145,2026-10-26,Bent Over Row (Barbell),2,57.5,8,
1146,2026-10-26,Bent Over Row (Barbell),3,62.5,8,
1147,2026-10-26,Face Pull (Cable),1,26.25,10,
1148,2026-10-26,Face Pull (Cable),2,28.75,8,
1149,2026-10-26,Face Pull (Cable),3,31.25,8,
1150,2026-10-26,Bicep Curl (Cable),1,21.25,10,
1151,2026-10-26,Bicep Curl (Cable),2,23.75,8,
1152,2026-10-26,Bicep Curl (Cable),3,26.25,8,
1153,2026-10-26,Crunch,1,,15,
1154,2026-10-26,Crunch,2,,12,
1155,2026-10-26,Crunch,3,,10,
1156,2026-10-26,Shoulder Press (Plate Loaded),1,42.5,10,
1157,2026-10-26,Shoulder Press (Plate Loaded),2,47.5,8,
1158,2026-10-26,Shoulder Press (Plate Loaded),3,52.5,8,
1159,2026-10-27,Squat (Barbell),1,67.5,10,
1160,2026-10-27,Squat (Barbell),2,72.5,8,
1161,2026-10-27,Squat (Barbell),3,77.5,8,
1162,2026-10-27,Leg Press,1,112.5,10,
1163,2026-10-27,Leg Press,2,117.5,8,
1164,2026-10-27,Leg Press,3,122.5,8,
1165,2026-10-27,Leg Extension (Machine),1,47.5,10,
1166,2026-10-27,Leg Extension (Machine),2,52.5,8,
1167,2026-10-27,Leg Extension (Machine),3,57.5,8,
1168,2026-10-27,Lying Leg Curl (Machine),1,42.5,10,
1169,2026-10-27,Lying Leg Curl (Machine),2,47.5,8,
1170,2026-10-27,Lying Leg Curl (Machine),3,52.5,8,
1171,2026-10-27,Hip Abductor (Machine),1,52.5,10,
1172,2026-10-27,Hip Abductor (Machine),2,57.5,8,
1173,2026-10-27,Hip Abductor (Machine),3,62.5,8,
1174,2026-10-27,hip extension,1,,15,
1175,2026-10-27,hip extension,2,,12,
1176,2026-10-27,hip extension,3,,10,
1177,2026-10-27,Standing Calf Raise (Bodyweight),1,,15,
1178,2026-10-27,Standing Calf Raise (Bodyweight),2,,12,
1179,2026-10-27,Standing Calf Raise (Bodyweight),3,,10,
1180,2026-10-27,Lateral Raise (Cable),1,11.25,10,
1181,2026-10-27,Lateral Raise (Cable),2,13.75,8,
1182,2026-10-27,Lateral Raise (Cable),3,16.25,8,
1183,2026-10-29,Bench Press (Barbell),1,57.5,10,
1184,2026-10-29,Bench Press (Barbell),2,62.5,8,
1185,2026-10-29,Bench Press (Barbell),3,67.5,8,
1186,2026-10-29,Bench Press (Dumbbell),1,22.25,10,
1187,2026-10-29,Bench Press (Dumbbell),2,24.75,8,
1188,2026-10-29,Bench Press (Dumbbell),3,27.25,8,
1189,2026-10-29,Incline Bench Press (Barbell),1,47.5,10,
1190,2026-10-29,Incline Bench Press (Barbell),2,52.5,8,
1191,2026-10-29,Incline Bench Press (Barbell),3,57.5,8,
1192,2026-10-29,Chest Fly,1,42.5,10,
1193,2026-10-29,Chest Fly,2,47.5,8,
1194,2026-10-29,Chest Fly,3,52.5,8,
1195,2026-10-29,Seated Overhead Press (Dumbbell),1,18.25,10,
1196,2026-10-29,Seated Overhead Press (Dumbbell),2,20.75,8,
1197,2026-10-29,Seated Overhead Press (Dumbbell),3,23.25,8,
1198,2026-10-29,Overhead Press (Barbell),1,33.75,10,
1199,2026-10-29,Overhead Press (Barbell),2,36.25,8,
1200,2026-10-29,Overhead Press (Barbell),3,38.75,8,
1201,2026-10-29,Lateral Raise (Dumbbell),1,13.25,10,
1202,2026-10-29,Lateral Raise (Dumbbell),2,15.75,8,
1203,2026-10-29,Lateral Raise (Dumbbell),3,18.25,8,
1204,2026-10-29,Triceps Pushdown (Cable - Straight Bar),1,28.75,10,
1205,2026-10-29,Triceps Pushdown (Cable - Straight Bar),2,31.25,8,
1206,2026-10-29,Triceps Pushdown (Cable - Straight Bar),3,33.75,8,
1207,2026-10-29,Triceps Extension (Dumbbell),1,16.25,10,
1208,2026-10-29,Triceps Extension (Dumbbell),2,18.75,8,
1209,2026-10-29,Triceps Extension (Dumbbell),3,21.25,8,
1210,2026-10-29,Overhead Triceps Extension,1,18.25,10,
1211,2026-10-29,Overhead Triceps Extension,2,20.75,8,
1212,2026-10-29,Overhead Triceps Extension,3,23.25,8,
1213,2026-10-31,Deadlift (Barbell),1,82.5,10,
1214,2026-10-31,Deadlift (Barbell),2,87.5,8,
1215,2026-10-31,Deadlift (Barbell),3,92.5,8,
1216,2026-10-31,Romanian Deadlift (Barbell),1,67.5,10,
1217,2026-10-31,Romanian Deadlift (Barbell),2,72.5,8,
1218,2026-10-31,Romanian Deadlift (Barbell),3,77.5,8,
1219,2026-10-31,Hip Thrust (Barbell),1,72.5,10,
1220,2026-10-31,Hip Thrust (Barbell),2,77.5,8,
1221,2026-10-31,Hip Thrust (Barbell),3,82.5,8,
1222,2026-10-31,Bulgarian Split Squat,1,18.25,10,
1223,2026-10-31,Bulgarian Split Squat,2,20.75,8,
1224,2026-10-31,Bulgarian Split Squat,3,23.25,8,
1225,2026-10-31,Cable Kickback,1,16.25,10,
1226,2026-10-31,Cable Kickback,2,18.75,8,
1227,2026-10-31,Cable Kickback,3,21.25,8,
1228,2026-10-31,Back Extension,1,,15,
1229,2026-10-31,Back Extension,2,,12,
1230,2026-10-31,Back Extension,3,,10,
1231,2026-10-31,Plank,1,,,1.0
1232,2026-10-31,Plank,2,,,1.25
1233,2026-10-31,Plank,3,,,1.5
1234,2026-10-31,Lunge (Dumbbell),1,18.25,10,
1235,2026-10-31,Lunge (Dumbbell),2,20.75,8,
1236,2026-10-31,Lunge (Dumbbell),3,23.25,8,
1237,2026-11-02,Running (Treadmill),1,,,25
1238,2026-11-02,Lat Pulldown (Cable),1,55.0,12,
1239,2026-11-02,Lat Pulldown (Cable),2,60.0,10,
1240,2026-11-02,Lat Pulldown (Cable),3,65.0,8,
1241,2026-11-02,Seated Row (Cable),1,55.0,12,
1242,2026-11-02,Seated Row (Cable),2,60.0,10,
1243,2026-11-02,Seated Row (Cable),3,65.0,8,
1244,2026-11-02,Bent Over One Arm Row (Dumbbell),1,25.5,12,
1245,2026-11-02,Bent Over One Arm Row (Dumbbell),2,28.0,10,
1246,2026-11-02,Bent Over One Arm Row (Dumbbell),3,30.5,8,
1247,2026-11-02,Bent Over Row (Barbell),1,55.0,12,
1248,2026-11-02,Bent Over Row (Barbell),2,60.0,10,
1249,2026-11-02,Bent Over Row (Barbell),3,65.0,8,
1250,2026-11-02,Face Pull (Cable),1,27.5,12,
1251,2026-11-02,Face Pull (Cable),2,30.0,10,
1252,2026-11-02,Face Pull (Cable),3,32.5,8,
1253,2026-11-02,Bicep Curl (Cable),1,22.5,12,
1254,2026-11-02,Bicep Curl (Cable),2,25.0,10,
1255,2026-11-02,Bicep Curl (Cable),3,27.5,8,
1256,2026-11-02,Crunch,1,,15,
1257,2026-11-02,Crunch,2,,12,
1258,2026-11-02,Crunch,3,,10,
1259,2026-11-02,Strict Military Press (Barbell),1,32.5,12,
1260,2026-11-02,Strict Military Press (Barbell),2,35.0,10,
1261,2026-11-02,Strict Military Press (Barbell),3,37.5,8,
1262,2026-11-03,Squat (Barbell),1,70.0,12,
1263,2026-11-03,Squat (Barbell),2,75.0,10,
1264,2026-11-03,Squat (Barbell),3,80.0,8,
1265,2026-11-03,Leg Press,1,115.0,12,
1266,2026-11-03,Leg Press,2,120.0,10,
1267,2026-11-03,Leg Press,3,125.0,8,
1268,2026-11-03,Leg Extension (Machine),1,50.0,12,
1269,2026-11-03,Leg Extension (Machine),2,55.0,10,
1270,2026-11-03,Leg Extension (Machine),3,60.0,8,
1271,2026-11-03,Lying Leg Curl (Machine),1,45.0,12,
1272,2026-11-03,Lying Leg Curl (Machine),2,50.0,10,
1273,2026-11-03,Lying Leg Curl (Machine),3,55.0,8,
1274,2026-11-03,Hip Abductor (Machine),1,55.0,12,
1275,2026-11-03,Hip Abductor (Machine),2,60.0,10,
1276,2026-11-03,Hip Abductor (Machine),3,65.0,8,
1277,2026-11-03,hip extension,1,,15,
1278,2026-11-03,hip extension,2,,12,
1279,2026-11-03,hip extension,3,,10,
1280,2026-11-03,Standing Calf Raise (Bodyweight),1,,15,
1281,2026-11-03,Standing Calf Raise (Bodyweight),2,,12,
1282,2026-11-03,Standing Calf Raise (Bodyweight),3,,10,
1283,2026-11-03,Stiff Leg Deadlift (Barbell),1,65.0,12,
1284,2026-11-03,Stiff Leg Deadlift (Barbell),2,70.0,10,
1285,2026-11-03,Stiff Leg Deadlift (Barbell),3,75.0,8,
1286,2026-11-05,Bench Press (Barbell),1,60.0,12,
1287,2026-11-05,Bench Press (Barbell),2,65.0,10,
1288,2026-11-05,Bench Press (Barbell),3,70.0,8,
1289,2026-11-05,Bench Press (Dumbbell),1,23.5,12,
1290,2026-11-05,Bench Press (Dumbbell),2,26.0,10,
1291,2026-11-05,Bench Press (Dumbbell),3,28.5,8,
1292,2026-11-05,Incline Bench Press (Barbell),1,50.0,12,
1293,2026-11-05,Incline Bench Press (Barbell),2,55.0,10,
1294,2026-11-05,Incline Bench Press (Barbell),3,60.0,8,
1295,2026-11-05,Chest Fly,1,45.0,12,
1296,2026-11-05,Chest Fly,2,50.0,10,
1297,2026-11-05,Chest Fly,3,55.0,8,
1298,2026-11-05,Seated Overhead Press (Dumbbell),1,19.5,12,
1299,2026-11-05,Seated Overhead Press (Dumbbell),2,22.0,10,
1300,2026-11-05,Seated Overhead Press (Dumbbell),3,24.5,8,
1301,2026-11-05,Overhead Press (Barbell),1,35.0,12,
1302,2026-11-05,Overhead Press (Barbell),2,37.5,10,
1303,2026-11-05,Overhead Press (Barbell),3,40.0,8,
1304,2026-11-05,Lateral Raise (Dumbbell),1,14.5,12,
1305,2026-11-05,Lateral Raise (Dumbbell),2,17.0,10,
1306,2026-11-05,Lateral Raise (Dumbbell),3,19.5,8,
1307,2026-11-05,Triceps Pushdown (Cable - Straight Bar),1,30.0,12,
1308,2026-11-05,Triceps Pushdown (Cable - Straight Bar),2,32.5,10,
1309,2026-11-05,Triceps Pushdown (Cable - Straight Bar),3,35.0,8,
1310,2026-11-05,Triceps Extension (Dumbbell),1,17.5,12,
1311,2026-11-05,Triceps Extension (Dumbbell),2,20.0,10,
1312,2026-11-05,Triceps Extension (Dumbbell),3,22.5,8,
1313,2026-11-05,Triceps Extension Straight (Uni),1,15.0,12,
1314,2026-11-05,Triceps Extension Straight (Uni),2,17.5,10,
1315,2026-11-05,Triceps Extension Straight (Uni),3,20.0,8,
1316,2026-11-07,Deadlift (Barbell),1,85.0,12,
1317,2026-11-07,Deadlift (Barbell),2,90.0,10,
1318,2026-11-07,Deadlift (Barbell),3,95.0,8,
1319,2026-11-07,Romanian Deadlift (Barbell),1,70.0,12,
1320,2026-11-07,Romanian Deadlift (Barbell),2,75.0,10,
1321,2026-11-07,Romanian Deadlift (Barbell),3,80.0,8,
1322,2026-11-07,Hip Thrust (Barbell),1,75.0,12,
1323,2026-11-07,Hip Thrust (Barbell),2,80.0,10,
1324,2026-11-07,Hip Thrust (Barbell),3,85.0,8,
1325,2026-11-07,Bulgarian Split Squat,1,19.5,12,
1326,2026-11-07,Bulgarian Split Squat,2,22.0,10,
1327,2026-11-07,Bulgarian Split Squat,3,24.5,8,
1328,2026-11-07,Cable Kickback,1,17.5,12,
1329,2026-11-07,Cable Kickback,2,20.0,10,
1330,2026-11-07,Cable Kickback,3,22.5,8,
1331,2026-11-07,Back Extension,1,,15,
1332,2026-11-07,Back Extension,2,,12,
1333,2026-11-07,Back Extension,3,,10,
1334,2026-11-07,Plank,1,,,1.0
1335,2026-11-07,Plank,2,,,1.25
1336,2026-11-07,Plank,3,,,1.5
1337,2026-11-07,Flat Leg Raise,1,,15,
1338,2026-11-07,Flat Leg Raise,2,,12,
1339,2026-11-07,Flat Leg Raise,3,,10,
1340,2026-11-09,Running (Treadmill),1,,,28
1341,2026-11-09,Lat Pulldown (Cable),1,55.0,12,
1342,2026-11-09,Lat Pulldown (Cable),2,60.0,10,
1343,2026-11-09,Lat Pulldown (Cable),3,65.0,8,
1344,2026-11-09,Seated Row (Cable),1,55.0,12,
1345,2026-11-09,Seated Row (Cable),2,60.0,10,
1346,2026-11-09,Seated Row (Cable),3,65.0,8,
1347,2026-11-09,Bent Over One Arm Row (Dumbbell),1,25.5,12,
1348,2026-11-09,Bent Over One Arm Row (Dumbbell),2,28.0,10,
1349,2026-11-09,Bent Over One Arm Row (Dumbbell),3,30.5,8,
1350,2026-11-09,Bent Over Row (Barbell),1,55.0,12,
1351,2026-11-09,Bent Over Row (Barbell),2,60.0,10,
1352,2026-11-09,Bent Over Row (Barbell),3,65.0,8,
1353,2026-11-09,Face Pull (Cable),1,27.5,12,
1354,2026-11-09,Face Pull (Cable),2,30.0,10,
1355,2026-11-09,Face Pull (Cable),3,32.5,8,
1356,2026-11-09,Bicep Curl (Cable),1,22.5,12,
1357,2026-11-09,Bicep Curl (Cable),2,25.0,10,
1358,2026-11-09,Bicep Curl (Cable),3,27.5,8,
1359,2026-11-09,Crunch,1,,15,
1360,2026-11-09,Crunch,2,,12,
1361,2026-11-09,Crunch,3,,10,
1362,2026-11-09,Pull Up,1,,8,
1363,2026-11-09,Pull Up,2,,7,
1364,2026-11-09,Pull Up,3,,6,
1365,2026-11-10,Squat (Barbell),1,70.0,12,
1366,2026-11-10,Squat (Barbell),2,75.0,10,
1367,2026-11-10,Squat (Barbell),3,80.0,8,
1368,2026-11-10,Leg Press,1,115.0,12,
1369,2026-11-10,Leg Press,2,120.0,10,
1370,2026-11-10,Leg Press,3,125.0,8,
1371,2026-11-10,Leg Extension (Machine),1,50.0,12,
1372,2026-11-10,Leg Extension (Machine),2,55.0,10,
1373,2026-11-10,Leg Extension (Machine),3,60.0,8,
1374,2026-11-10,Lying Leg Curl (Machine),1,45.0,12,
1375,2026-11-10,Lying Leg Curl (Machine),2,50.0,10,
1376,2026-11-10,Lying Leg Curl (Machine),3,55.0,8,
1377,2026-11-10,Hip Abductor (Machine),1,55.0,12,
1378,2026-11-10,Hip Abductor (Machine),2,60.0,10,
1379,2026-11-10,Hip Abductor (Machine),3,65.0,8,
1380,2026-11-10,hip extension,1,,15,
1381,2026-11-10,hip extension,2,,12,
1382,2026-11-10,hip extension,3,,10,
1383,2026-11-10,Standing Calf Raise (Bodyweight),1,,15,
1384,2026-11-10,Standing Calf Raise (Bodyweight),2,,12,
1385,2026-11-10,Standing Calf Raise (Bodyweight),3,,10,
1386,2026-11-10,Chest Dip,1,,8,
1387,2026-11-10,Chest Dip,2,,7,
1388,2026-11-10,Chest Dip,3,,6,
1389,2026-11-12,Bench Press (Barbell),1,60.0,12,
1390,2026-11-12,Bench Press (Barbell),2,65.0,10,
1391,2026-11-12,Bench Press (Barbell),3,70.0,8,
1392,2026-11-12,Bench Press (Dumbbell),1,23.5,12,
1393,2026-11-12,Bench Press (Dumbbell),2,26.0,10,
1394,2026-11-12,Bench Press (Dumbbell),3,28.5,8,
1395,2026-11-12,Incline Bench Press (Barbell),1,50.0,12,
1396,2026-11-12,Incline Bench Press (Barbell),2,55.0,10,
1397,2026-11-12,Incline Bench Press (Barbell),3,60.0,8,
1398,2026-11-12,Chest Fly,1,45.0,12,
1399,2026-11-12,Chest Fly,2,50.0,10,
1400,2026-11-12,Chest Fly,3,55.0,8,
1401,2026-11-12,Seated Overhead Press (Dumbbell),1,19.5,12,
1402,2026-11-12,Seated Overhead Press (Dumbbell),2,22.0,10,
1403,2026-11-12,Seated Overhead Press (Dumbbell),3,24.5,8,
1404,2026-11-12,Overhead Press (Barbell),1,35.0,12,
1405,2026-11-12,Overhead Press (Barbell),2,37.5,10,
1406,2026-11-12,Overhead Press (Barbell),3,40.0,8,
1407,2026-11-12,Lateral Raise (Dumbbell),1,14.5,12,
1408,2026-11-12,Lateral Raise (Dumbbell),2,17.0,10,
1409,2026-11-12,Lateral Raise (Dumbbell),3,19.5,8,
1410,2026-11-12,Triceps Pushdown (Cable - Straight Bar),1,30.0,12,
1411,2026-11-12,Triceps Pushdown (Cable - Straight Bar),2,32.5,10,
1412,2026-11-12,Triceps Pushdown (Cable - Straight Bar),3,35.0,8,
1413,2026-11-12,Triceps Extension (Dumbbell),1,17.5,12,
1414,2026-11-12,Triceps Extension (Dumbbell),2,20.0,10,
1415,2026-11-12,Triceps Extension (Dumbbell),3,22.5,8,
1416,2026-11-12,Triceps Dip,1,,8,
1417,2026-11-12,Triceps Dip,2,,7,
1418,2026-11-12,Triceps Dip,3,,6,
